n_clusters,score,silhouette,calinski,davies,execution_time,final_score
2.0,-980067.973907306,0.12707287845825754,12466.543386303294,2.5493509546935074,0.5363426208496094,-0.1299432438741932
3.0,-935561.3990673694,0.1513657568588601,13677.705252916952,2.0388464215215376,0.27729320526123047,0.5634215798537433
4.0,-886748.4638330115,0.12753125787534872,11727.614273245252,2.1532346066531804,0.36707615852355957,-0.09082195309241148
5.0,-885752.4291318827,0.14381861713832644,12534.713259156733,1.895207432022,0.38431358337402344,0.35002966529205437
6.0,-867236.7433389267,0.13600787937478725,11347.530496416595,1.8806936982347608,1.3242788314819336,0.09132190558331044
7.0,-846307.3137554992,0.15591943148095502,13172.05598476065,1.659002256774139,0.3907508850097656,0.6940177625242059
8.0,-835426.1374813553,0.15563195350101186,12432.420300171701,1.652790552549189,0.42742037773132324,0.6114128726764503
