n_clusters,score,silhouette,calinski,davies,execution_time,final_score
2.0,-45260.11264979985,0.28238313531914594,5393.051654058952,1.4575083407555212,0.14858698844909668,-0.24999999999999994
3.0,-45235.12205825782,0.28405142833662184,5546.19075644946,1.2700160591543288,1.0662257671356201,-0.16257811581213447
4.0,-46420.509453869156,0.3347296755382022,13352.06628750926,0.7981293417438318,0.14073467254638672,0.716549537073911
5.0,-39427.57980427996,0.31812820615711535,13769.087585576279,0.8289560223364665,0.14706778526306152,0.5590440113335094
6.0,-39701.220825091696,0.3073305418809909,13321.91512057443,0.8819724076487057,0.6708934307098389,0.4239841530701635
7.0,-36483.13643900206,0.3337568034320549,14015.77024208446,0.7583987265503779,0.20274782180786133,0.7407073886633566
8.0,-33807.076301865156,0.3290037629041747,13731.999558845386,0.7978919077950081,0.14884018898010254,0.672957545771657
